GeneName,control,treatment,log2FoldChange,padj
A1cf,5852.65806360806,3818.97323361723,0.69322,0.0081547
Leo1,174.29004333822,368.801524609981,-0.9556000000000001,3.6085e-10
Rnf217,929.752365767787,664.000742669289,0.56855,0.047186
Elac1,134.623815679827,265.256901025221,-0.83703,1.9336e-5
Rpl31,3539.21341491588,2473.26700272715,0.61157,1.0483e-5
Edrf1,584.32813517365,441.064930491139,0.50016,0.0081394
Carhsp1,1306.19824115756,1676.84068855414,-0.25237,0.048378
Hnmt,470.08412550059097,297.016122818954,0.72822,0.028099
Map2k2,2469.00472260895,1830.19980954002,0.5255,0.0042847
Lmo7,1039.76425830333,514.490990601893,1.0925,2.0197e-10
Ptpre,24.4319096249593,51.0701637682759,-0.83342,0.023342
Ppp5c,1056.01963899937,782.580050880016,0.52392,0.02246
Taok3,1456.96340044056,942.329491543466,0.71653,9.0826e-5
Afm,3039.4314890006,5479.87094755875,-0.70286,0.0029014
Btc,11.6488133773355,37.1693865005778,-1.2207999999999999,0.0052502
Stxbp5,518.937743217933,394.730096258225,0.48901000000000006,0.011288
Ifih1,254.706835851845,847.61992453488,-1.5726,3.6536e-17
Zfp524,248.765719014004,165.460289590737,0.6723399999999999,0.004234
Mug1,28314.9397331489,58909.7907922053,-0.9169999999999999,1.566e-6
Rnf26,111.1752912871,196.360948644246,-0.67813,0.0015772
Klhdc4,141.713121355192,289.67804741114,-0.8983,2.1994e-7
Ahctf1,2977.17411304565,1777.63897606553,0.83254,4.28e-8
Ptgfr,12.1795055743654,2.16021702766487,1.4481000000000002,0.025445
Pltp,499.762085066716,874.26353370806,-0.62877,0.049129
Bdp1,672.994019862647,453.955549102738,0.65832,2.2507e-4
Ormdl2,115.358709147169,256.017583312277,-1.0141,1.2765e-8
Rapgef1,1265.10464744268,992.547987723921,0.44496,0.032682
Rnf13,2814.29123493398,2277.61431648892,0.40039,0.044276
Naga,720.834467378657,541.594666744129,0.50621,0.006093
Ccne1,37.5136737801388,4.02088792463274,2.43,2.3168e-6
Gm9826,187.018093549556,77.2183523953774,1.3069000000000002,3.5671e-6
Htra4,4.79153195110052,17.6800416144488,-1.0834,0.048077
Gadd45b,384.285539546154,38.9135145849574,3.1527000000000003,3.9067e-28
Tssc1,72.2476731398828,185.823291732165,-1.1989999999999998,5.2462e-9
Rpl7l1,899.915223805896,1176.24886955242,-0.28037999999999996,0.0063892
Lrrc14,143.884681563521,209.818470856024,-0.41959,0.043694
Cep152,207.696325345143,106.891998463248,1.00226,6.9808e-4
Nif3l1,124.529642976774,230.260153638189,-0.74568,6.4289e-4
Hmga1,378.982897745235,247.698414834155,0.6962499999999999,0.002205
Snx19,429.475075814642,674.126570494073,-0.53378,2.4736e-4
Zcchc24,1512.19379404964,2027.09027712816,-0.31618999999999997,0.0028526
Mdh2,3990.54764054541,2754.09054929659,0.62571,5.6763e-4
Hnf1aos1,219.711027717666,127.776311882954,0.83262,0.020644
Arf3,985.1833600048,1236.95286414856,-0.22295,0.025331
Hdac8,40.6300293330681,86.6069974963305,-0.86271,0.010828
Sik3,2838.18822853298,1346.95058867792,1.1516000000000002,3.2636e-11
Pilra,35.3426908396358,75.07035550293,-0.84,0.02489
Pde6c,117.111884949237,8.90181755542941,3.318,1.6473e-20
Syne2,2326.93822084521,1403.45656585778,0.8171499999999999,7.9852e-7
Por,25609.3995906677,4548.26399257338,2.4783,2.324e-27
Mndal,142.748425497224,226.23787029964,-0.53145,0.027292
Senp7,105.937321279979,158.774573542761,-0.46323000000000003,0.023892
Rhd,28.972410996855,4.94223062270705,1.5969,0.010708
4933406C10Rik,13.1464346982872,3.38095895362079,1.3451000000000002,0.034382
Pde7a,252.956210513611,142.277466730266,0.89661,2.9229e-4
Larp1b,98.4245305127547,49.8975111864237,0.9563499999999999,0.045055
Gm14420,1399.34742152201,615.725260007823,1.1906,4.8568e-4
Slc33a1,420.385845339454,778.058032091552,-0.77063,1.3478e-9
Mxi1,615.315530585628,334.576048081151,0.96422,9.978e-10
Trub2,86.7921730823503,191.734358482844,-0.9924000000000001,2.3534e-6
Nat1,13.3188891302527,35.2504441973158,-1.0408,0.015865
BC029214,208.111005397436,733.136509375116,-1.6698,1.5135e-26
Ptbp2,288.95778034291,152.432618774194,0.9871099999999999,5.0509e-5
Ap5s1,436.658594520372,279.090271384872,0.7272799999999999,0.0021285
BC005624,349.115879639758,443.257685033498,-0.2382,0.044481
Fbxo40,1.2928316174324,9.88143165979781,-1.3698,0.014321
Ttll5,302.692503859383,188.62218921974,0.75771,9.5912e-4
2610001J05Rik,160.903933362405,221.30542614074,-0.34782,0.037692
2310033P09Rik,44.4520816964127,88.1184906017653,-0.80004,0.010027
Dhx15,1454.9999990196,1139.1524351341,0.44702,0.026516
Coprs,90.1348751327083,36.4871335510639,1.2771000000000001,2.4798e-4
Zfand5,1278.494221792,917.181262578725,0.5691,0.0078461
Rac2,66.168987444085,142.720639869005,-0.9255000000000001,8.528e-4
Cwf19l2,209.44950130859,322.326855647233,-0.50578,7.2441e-4
Rfx4,12.5218642165313,157.312952490785,-2.7712,6.4793e-11
Pnp,1738.40386728434,2499.04373335929,-0.41337999999999997,0.0016627
Ppp2r5e,1674.82169523043,1054.95375792177,0.75312,1.1338e-4
Nf1,918.638282799503,673.075712093387,0.54198,0.0013242
Gm12735,20.4240739285156,1.26053207513613,2.3491,3.6549e-5
Msrb2,106.05275623758,177.17869632893,-0.61373,9.1785e-4
Plcl2,438.298308641536,303.692181065209,0.61596,0.0026317
Ces4a,0.662583424320724,20.3445208843135,-2.4819999999999998,1.6747e-6
Slc25a17,609.908475674181,881.829084581209,-0.41744000000000003,0.0036935
Aldob,74697.5439916518,56276.3612170194,0.50365,0.0013717
Fyco1,891.72709753725,1465.1303061773,-0.60758,2.4744e-9
Sptb,112.026785574456,42.1515541752804,1.3704,1.0326e-4
Gfm2,593.784985398536,915.082797189202,-0.5146200000000001,2.4502e-6
Cnr2,110.039612448285,66.5915306717922,0.7608699999999999,0.049661
BC004004,787.788881549497,1351.6166719132,-0.6559900000000001,5.4841e-5
Inf2,701.604245411386,1146.39706763369,-0.5947100000000001,4.9836e-6
Atf7,752.615760295456,527.424337093321,0.6027399999999999,0.0026863
Bst2,1424.60978944676,2792.38331550945,-0.85556,3.2109e-12
Zbed5,71.4937618139804,26.9628767691472,1.3508,4.531e-4
Pdgfc,78.1785887275603,142.836475036849,-0.72684,6.8037e-4
Ccng2,619.441930504437,403.276464962439,0.68572,0.031737
Bag4,687.222576846478,476.587258950222,0.61898,6.1523e-4
Svil,428.909255844176,1071.46317835928,-1.1991999999999998,5.276e-21
Slc25a16,1601.6445291255,1239.85381742048,0.46579000000000004,0.0031839
Klrg2,16.0605508501518,2.64028769499749,1.5737,0.012529
Nrp1,1343.74212816693,2472.74062137533,-0.73253,0.00159
Pum2,1711.95524071457,1307.92022753696,0.48249,0.010335
Gm26908,131.832785756031,72.6408430906679,0.8764,0.03997
Gm10076,1737.09399789318,1148.97492585916,0.68082,0.0018229
Phf3,2197.01254536889,1248.8782820698,0.90382,6.6138e-10
Sds,2452.14364424857,1511.32255427803,0.7463299999999999,0.048404
6430562O15Rik,6.13825559365144,26.1241439550496,-1.4834999999999998,0.0012395
Thtpa,269.561359487684,382.2869656892,-0.39361,0.0026002
Tmprss7,12.8661960950503,1.54010967983533,1.5053,0.020684
4933431E20Rik,19.5864856083955,55.271227376065,-1.2205,4.5474e-4
Zfp91,2668.26246938269,2060.25383177722,0.46726999999999996,0.017351
Pld4,122.493101808085,190.456685516662,-0.5091800000000001,0.014193
Tle3,729.136390154536,402.972567120787,0.93487,1.5622e-6
Adrbk2,71.2027450155128,139.80638472915,-0.74638,0.045547
Zpr1,4173.40848838762,885.38440710748,2.2866,8.687e-45
Uba7,99.0800398537441,299.668365347712,-1.4049999999999998,8.8757e-9
Chchd3,1752.72697091452,1292.2877243952,0.53102,0.0077651
Fabp5,109.789158854492,668.144170861791,-2.2889,6.2074e-16
Ank2,30.9715165714942,83.9382401297479,-1.1986999999999999,1.7237e-4
Ppard,189.745029956001,690.362370705374,-1.6957,3.2015e-19
Per2,1617.26474575284,315.499669062884,2.2717,7.4355e-14
Gja1,262.500685173698,156.797855589499,0.79942,0.011943
Glipr2,7.14829830539221,27.3861632990696,-1.2807,0.010566
Ipo9,505.031719764801,651.219304140096,-0.26146,0.016195
Pbx3,95.9066649071401,25.6660798867418,1.8519,9.7244e-9
Fam107a,46.8615863874129,3.04042921049045,2.4233000000000002,1.8721e-5
Rnf128,2355.50369669576,1679.29555946085,0.57745,0.0050276
Papss1,171.2363850517,320.691163193397,-0.78103,5.1172e-6
Fam96a,496.270941641785,651.970055668157,-0.28788,0.012421
Rpl10,10878.8867249218,8588.5314631342,0.43747,0.0044458
Adrb3,39.5737455439175,127.407826465263,-1.2172999999999998,0.0067269
Atp5h,3724.92741623081,2802.80476153087,0.50651,1.7925e-4
Polr1e,47.8696555400419,80.6587211706969,-0.5918,0.040601
Tnik,42.9683663023514,103.35938024296,-0.9989,0.0077144
Fmo2,2171.52848545646,576.838354388912,1.5461,0.0041198
Get4,489.101328903291,348.217620171476,0.5789300000000001,0.014122
Naca,4413.18875937387,2949.72693258544,0.6741699999999999,1.4124e-6
Hunk,27.4106960778626,57.0173935334717,-0.82047,0.021141
Acap3,150.625950885363,93.8056155319651,0.7551,0.0079795
Trim68,20.3162898379338,52.4495705346581,-1.0479999999999998,0.0095092
Hirip3,149.262771053812,86.3431653687596,0.85683,0.0025975
8030462N17Rik,243.744713277608,165.880399632228,0.64118,0.0055214
Fau-ps2,14.6466063620385,3.0607465899675,1.5245000000000002,0.01334
Pik3c2b,142.123277909022,243.156876531084,-0.64813,3.9545e-4
AW112010,644.096573729759,1171.80984630853,-0.73357000000000006,8.1365e-5
Specc1,160.785948102349,60.2533950507677,1.3807,5.9581e-5
Col1a1,58.363206399971,167.890150856479,-1.3155,6.4857e-7
Mrps18a,322.069098957626,422.255010919571,-0.28179999999999994,0.023007
Ranbp6,240.922501851358,340.231581899183,-0.38454999999999995,0.016137
2510039O18Rik,808.248083856621,533.509271660356,0.6894,1.4925e-4
Gm11341,0.304345699601104,17.4206344864112,-2.1043,1.0326e-4
Ubtd1,243.24183269229,132.338516418981,0.9363,0.0014478
Dpp3,616.183722252791,1107.81673830241,-0.72044,1.467e-5
Ggcx,602.239443940081,1946.83876966719,-1.5711,1.1772e-46
Gtf2h1,684.301386288524,460.625611528553,0.65877,5.0245e-4
Pitpnm2,1723.38891267811,956.103764127779,0.92699,7.8083e-6
Sin3b,964.263814683041,692.443850409612,0.57042,6.7977e-4
Itih1,10944.8536091806,14963.3374800916,-0.34251,0.0069696
Rpusd2,34.7422272928647,62.6549418506839,-0.6694800000000001,0.035373
Cdcp1,69.7933239048278,211.870582865895,-1.2675999999999998,7.4684e-4
Ddx26b,189.260002214073,123.188814163773,0.6947099999999999,0.014933
Cyp3a13,5088.95336783181,2837.2177834668,0.93067,2.0777e-10
Pllp,407.624640792758,226.299216401613,0.91197,4.2262e-4
Mnda,14.1754839014828,33.6653298068416,-0.9165,0.038017
Sacs,147.377703863074,36.9501183751997,1.8959000000000001,1.2677e-7
Preb,1071.80875636654,1677.97911603659,-0.5374,3.8568e-7
Fbxo9,1894.73554010112,1272.25221543042,0.66749,2.0473e-5
Mov10,305.569760999162,488.184045279398,-0.56121,1.168e-4
Acadvl,4395.72431744807,3381.66477000271,0.47069000000000005,0.032604
Car3,4989.56721831492,36132.5726348235,-2.1919,1.6306e-7
Axl,430.541319622804,685.966589338339,-0.54308,0.0095883
Mllt6,1070.36050324949,756.109199611962,0.59194,8.6999e-4
Tymp,398.818925660165,1572.27369807635,-1.7401,2.1518e-11
Doc2g,39.299184732726,16.7041548026551,1.09979,0.046832
Desi2,887.130397408933,612.24458872114,0.62327,0.0036165
Lrrc59,827.538209499108,1479.70383379855,-0.72845,3.0811e-12
N6amt2,39.7303209336741,91.161306738762,-1.0083,1.4797e-4
C3,352779.263922563,211568.051954907,0.82391,1.4412e-6
Rps9,5647.52437172451,4037.72212036235,0.57894,5.88e-5
Fzd5,300.737088656251,150.038673462243,1.07595,1.4981e-7
Atp6ap2,982.988362514145,613.138306357403,0.76388,1.1294e-4
Pot1a,73.1607101983412,115.61936059106,-0.52052,0.039453
Fdft1,2203.67909416447,3191.65361199083,-0.41215999999999997,0.038649
Mgst3,643.124544485065,311.610951029326,1.08176,2.5345e-4
Klk1b4,21.3694461374935,41.8908066811743,-0.7427900000000001,0.043809
Mgat4b,761.104862776409,585.200350579117,0.4736,0.030385
Zfp322a,129.776995452667,246.207487803765,-0.78167,4.6698e-4
Rpn1,1299.55874359034,2561.825298292,-0.86489,1.4781e-13
Rnf38,390.02927470255,277.333767959515,0.57463,0.017257
Stat6,925.630917002397,1244.75415483535,-0.31977999999999995,0.010239
Rab11fip2,286.566705601746,191.735698848912,0.66122,0.005865
Ipo11,159.548404559252,296.20186708241,-0.7551800000000001,1.0567e-4
E230001N04Rik,22.9070537180527,1.32014384749875,2.2618,1.1122e-4
Cradd,146.615564886465,245.362043221539,-0.62036,3.5484e-4
Lactb2,3879.78688050463,5982.82138026676,-0.51648,8.803e-7
Dnmbp,931.807672277468,543.74708863611,0.85144,3.3999e-4
Gstm2,950.560274605574,1443.49576549,-0.47761,0.017698
Uqcrh,2521.18853322518,2020.63043218717,0.41603999999999997,0.013487
Defb1,34.5482160669898,12.4611160698434,1.2201000000000002,0.03398
Prex2,266.753054230393,176.913376932476,0.6663899999999999,0.013276
Efna1,1061.31438692694,589.172938906038,0.92779,4.2201e-7
C9,1335.93943574389,5308.96740828567,-1.3431,0.0062252
Cd37,34.7637842078087,68.8145359602514,-0.80379,0.0076165
Sparc,748.071649012012,1109.05057347753,-0.44467,0.029012
Unc79,66.7572759798568,3.48170124123214,2.6981,8.4965e-7
Gm12247,3.93238691776056,30.8447195258723,-2.0288,1.8313e-5
Ttc5,102.457050331319,163.231665839492,-0.54468,0.011356
Tsen2,47.8994403477618,107.999237100018,-0.9843000000000001,4.077e-4
Ggt6,270.667830423501,426.552693924014,-0.52659,0.0079987
Socs6,206.702161877336,276.96428109145,-0.30732000000000004,0.043238
Mmachc,194.029399861369,291.497587792859,-0.46520000000000006,0.0093705
Zbtb1,404.810322796058,241.470312208255,0.82196,5.2301e-4
Pcp4l1,1257.81420048076,267.45092264507,1.603,0.0066975
Vps11,694.057146902807,534.263301469602,0.47087,0.013926
Cox7a2l,1845.69185815509,1320.95045042356,0.57519,0.0016874
Car5a,601.595290425251,793.114926902049,-0.29079999999999995,0.010134
Rab30,553.526039623846,114.014212688954,2.1151,6.5085e-9
Gnat1,147.048096773526,337.391792654141,-0.9985,4.806e-4
Zswim1,34.2736552557982,63.474054992263,-0.70731,0.020182
Klb,1045.70619392256,705.188914035839,0.65961,1.4268e-4
Bag2,114.419014609203,65.9213960647435,0.82702,0.037907
Mup16,11.2664684352173,160.877437062484,-2.8634,2.392e-11
Gm17491,179.64402573214701,124.111497227916,0.6149399999999999,0.035088
Rab43,5054.91855317366,2881.50537139782,0.88984,8.7328e-6
Pawr,331.379575527057,152.546874818188,1.1598000000000002,6.7439e-5
Capn2,457.403470176109,967.828341767743,-0.9547,5.7571e-10
Impdh2,939.438204370493,644.47273611160006,0.63656,6.5277e-5
Cxcl11,12.0907279348935,55.3909466770849,-1.7473999999999998,6.0997e-6
Zfp960,75.2727008315752,35.985753991665,1.05587,0.0058193
Ovca2,35.544930119666,69.7187928151288,-0.77971,0.011299
Aqp8,424.497034981126,2990.99357695749,-2.4605,5.5297e-17
Bnip3l,2164.85935055611,1410.83112658992,0.7092999999999999,6.1117e-6
Pggt1b,164.871205854174,224.16419239919,-0.33075999999999994,0.040558
Prpf38b,802.337328650532,1070.76675905649,-0.31113999999999997,0.002498
Fbxo32,148.446162985983,43.9128231507054,1.6936,6.3487e-7
Tead1,544.62875346231294,356.033499679257,0.68004,0.027874
2010107G23Rik,9.55895676549209,46.7692024826494,-1.7621,2.2541e-5
Npas2,2.2489823443995,236.293151535063,-4.905,1.8383e-33
Nek4,162.207543255757,229.592057104168,-0.38208,0.034858
Rnf185,746.113347227681,577.995269470922,0.46353999999999995,0.023693
Slc25a34,455.897620801002,121.571602967051,1.9367,5.276e-21
Inhbb,309.284272197559,122.980158871246,1.2734,0.0016235
Hopx,158.13075587855,357.371839281184,-0.9769,6.2465e-4
Abhd6,1191.16759456751,608.98084210855,1.00068,0.0022656
Setd5,1403.07520511971,1087.55591897258,0.46343,0.0084556
Syvn1,1000.02340068799,1431.70721573812,-0.40717000000000003,0.0010532
Rhbdd1,268.152516007928,419.908549099732,-0.52822,8.6341e-4
Prkaca,1109.60069527149,1504.42018290716,-0.32991000000000004,0.0075095
Haao,5760.74207057477,8745.42164649051,-0.49333000000000005,1.2779e-5
Tbc1d20,1114.63676183354,674.170683850034,0.81172,8.2845e-6
Bak1,76.9612060098455,154.130750635346,-0.85584,4.5161e-5
Mthfsd,137.431301994348,219.039454214669,-0.5491400000000001,0.0043617
Rpl38,2254.19777566258,1607.67286184919,0.57935,0.0025777
Cyp2j9,305.108020724965,202.029739220147,0.66623,0.031036
Cald1,2847.39538470019,5508.04386431314,-0.8423,7.6111e-19
Gm15998,17.4535154087331,82.6801500289665,-1.7584,1.1037e-5
Nans,127.478644985061,266.683203672453,-0.9273000000000001,1.7564e-7
Slc25a13,5982.76671477246,3817.13797462772,0.7397699999999999,7.1225e-7
BC030336,477.95967716824,309.201168385279,0.71198,0.0019071
Cd86,36.3152975942238,74.132918474248,-0.84167,0.0053063
Gnb2l1,6336.12417736609,4408.11715368238,0.6164999999999999,7.2582e-5
Thra,229.227447800061,310.493797266664,-0.3245,0.025258
Fam76a,542.752156686537,269.381211969602,1.08925,2.2155e-10
Ncor1,3254.37496149776,2671.78781791074,0.38144,0.038845
Vma21,469.106417616611,634.005919594509,-0.32494999999999996,0.010498
Dym,556.142548163111,412.523604354741,0.5210400000000001,0.043694
Nphp3,100.54474891773,181.56078022965,-0.71987,1.1331e-4
Tmem218,39.8919970897193,80.1949467846358,-0.83316,0.0030319
Uros,219.31280349127,392.81498304029,-0.71833,8.0177e-6
Rbbp6,1531.72663136545,1179.5801501003,0.47014,0.034216
Tm7sf3,1092.22970353167,1563.14492735556,-0.40961000000000003,1.1881e-4
Anp32e,239.508557726348,548.640230099179,-1.0617999999999999,6.0709e-10
Lin7a,405.543831863703,752.860675850873,-0.76925,2.4704e-6
Marveld1,933.56315331808,479.366545068223,1.03191,3.3327e-6
Slc7a5,113.64551944333,46.9920509977868,1.2884,2.5381e-5
Add1,596.857073191098,906.702613221856,-0.49096000000000006,3.7199e-4
Mup3,3933.45790015488,57291.7627723457,-2.895,2.2126e-11
Josd1,1307.53731457861,746.836114113953,0.89379,4.2938e-8
Rps28,2456.4970052277,1610.65031908895,0.69531,7.4101e-4
Smarca5,1110.7338250182,854.5778269532,0.47138,0.014846
Map3k2,1105.68649578138,825.350565684777,0.51612,0.0019035
Gpr110,10.2133121356576,219.886174177329,-3.8459,6.9312e-37
Gm10912,13.7576764402889,1.92077842562512,1.4193,0.031693
Klhdc7a,142.993201137592,417.043731972994,-1.3438999999999999,9.0707e-8
Hyal2,950.84849757078,682.79823021719,0.5666,0.011738
Lrba,577.115743310562,720.416693821979,-0.21634,0.030615
Rpl14,5422.0275526931,3670.48648639437,0.65684,1.2052e-6
Bach2,101.886371753647,269.857565282145,-1.2282,2.3655e-7
Usp2,1909.48300354155,116.957737000105,3.8387000000000002,1.1533e-43
Cdc42ep4,1492.56058357015,1037.22458040277,0.615,0.001838
Sin3a,700.743704974347,531.575530282492,0.49139,0.0077691
Dhx34,117.310996578297,216.965170462228,-0.75349,9.6049e-5
Anks4b,633.137818625574,1076.9880113144,-0.6332,0.0020865
A630076J17Rik,0,40.2015715639932,-3.3586,3.8894e-11
Uba5,339.081276511799,706.724663701775,-0.9362,2.0197e-10
Hpcal1,269.495535094786,171.683516570873,0.72832,0.0047587
Umps,337.335751899509,490.550677575899,-0.42913,0.0017336
Oma1,179.278137019374,272.862674453052,-0.4817600000000001,0.0062252
Acot2,662.681095874595,150.874119692212,1.5695000000000001,0.0073806
Fh1,5361.56109772863,2626.6721262787,1.07526,1.2976e-4
Celsr2,81.5542029945393,17.6839158098389,2.0234,1.0598e-7
Epm2a,76.4171849923717,122.001454362286,-0.54189,0.020409
Ripk1,472.552957284845,359.458692022322,0.48738000000000004,0.030651
Gm13613,6.85473104309068,26.8468297128537,-1.4007999999999998,0.0024924
Mfn1,1732.23375912351,1039.90575985524,0.81475,3.0942e-4
Acy3,469.525379210009,973.450750785477,-0.9273000000000001,1.2446e-9
Prkd2,126.509165518339,176.498628355259,-0.36473999999999995,0.043127
Parp14,463.756716683099,1132.35296742703,-1.1280999999999999,1.6721e-7
Crot,7311.671928587,13292.5732830795,-0.70054,0.0093972
Tmem245,1963.01141660525,1284.29523135329,0.70499,9.5173e-7
Crcp,604.880061794676,337.521500369632,0.89793,0.0026002
Rtp4,90.0168897919631,287.055671928383,-1.3761999999999999,5.8938e-5
Hes6,755.134295352005,1176.11632230369,-0.49905,0.045235
Slc25a37,1106.23109455082,784.745629371955,0.5842,0.0093031
Zbtb22,187.520154950035,294.414423506939,-0.5336000000000001,9.4005e-4
Dopey1,306.685856845249,470.776191670133,-0.49929,0.0021535
Itsn1,701.310678673568,949.114482485741,-0.33018000000000003,0.0013104
Gpd2,458.988715649847,646.844776617278,-0.3849,0.0065848
Ddx24,562.482465930347,721.273073221202,-0.25283,0.038206
Tgoln1,4682.00730284321,3131.25796449339,0.65098,0.042284
Spns2,144.004640342343,439.863514432071,-1.4412999999999998,2.9909e-13
Ifi47,48.9608249435458,402.257980242084,-2.7654,4.781e-32
Cdx4,1.03159954599508,22.9033371107389,-1.4601,0.0080313
Rbm26,367.85144834965803,500.971699820425,-0.33458,0.010023
Herc6,136.903160019083,411.393497903284,-1.3769,1.9657e-7
Rps24,5060.33345974131,3637.58902377214,0.57142,2.3296e-5
Utp6,476.384633953286,722.009107591843,-0.48853,3.4695e-4
43715,719.484374450536,902.901938190287,-0.22373,0.035347
Zc3hav1,565.898065972795,1153.78125962388,-0.9106,1.2968e-12
Uchl5,356.832883246124,270.123572447773,0.49343000000000004,0.022886
Ccdc162,64.88890754065,172.57679349869,-1.1889999999999998,3.6193e-5
2310035C23Rik,340.298082889619,515.348269658738,-0.48693,3.3957e-4
Il1r1,1377.13307400923,781.67645655982,0.88686,3.2541e-4
C1qtnf1,302.897870911418,206.364174485209,0.6238199999999999,0.043516
Bckdk,146.11975790034,218.247709136389,-0.45465,0.025372
Igfbp2,16257.0062681123,6584.00189547044,1.3724,9.3037e-15
Lima1,1723.89987057506,1187.60124977883,0.6148,0.038649
Ccnd1,128.848656619826,633.10419558543,-1.1252,0.047882
Cdk7,271.182644102805,362.14443507419,-0.30652,0.045136
Cep57l1,49.7578498572672,100.261230430319,-0.8481500000000001,7.9037e-4
Gm15611,7.00562872149149,47.6695851421366,-2.1525,1.3173e-7
Ntf3,40.339012413566,10.4825619942188,1.6957,1.9268e-4
Psmd14,399.232544287846,700.781940853294,-0.6993900000000001,7.1695e-9
Phlpp1,683.591408138728,531.772690016093,0.45650999999999997,0.028088
Pgm2l1,350.816317347186,86.3535493816139,2.0325,1.3662e-20
Shf,302.513794528926,175.380868740605,0.86213,4.3631e-4
Bmp2k,246.502254080061,164.507006927015,0.65772,0.020068
Nab1,1728.38942227866,1397.44318795908,0.40144,0.046724
Usp31,507.613436163857,238.327755234021,1.1595000000000002,5.5563e-10
Zfp707,436.985893668272,608.256338469113,-0.36382000000000003,0.011961
Tecpr1,198.21026705588,332.171471695619,-0.62473,1.6427e-4
Wdr6,220.204283594439,314.663112921684,-0.39241000000000004,0.039586
Smoc1,2940.7863081823202,1663.31327104072,0.90437,7.463e-7
Jade1,940.199096709031,536.286519705331,0.8704999999999999,0.0027213
1110058L19Rik,151.931534297483,226.077910203208,-0.44695000000000007,0.023511
Kcna2,12.6645338811217,59.0878030905227,-1.5107,0.0018589
Zcchc14,1441.13371877941,992.75250188476,0.63164,3.4253e-5
Hook1,1599.84486952211,1292.94589586554,0.40344,0.035959
Lgals9,3776.20516930847,9721.35482080416,-1.2334999999999998,2.7433e-17
Trim45,9.73396158060185,27.9681697172667,-1.1156,0.011244
Cldn2,444.282539874093,1812.24638940116,-1.8648,3.3792e-27
Suco,408.160098970092,303.404212410619,0.51762,0.023595
Abcc4,409.176154865036,128.659398445636,1.6301,3.1861e-7
BC052040,36.4497389625899,75.3135213975445,-0.83303,0.012054
Ndufaf4,641.996087486589,401.391877729846,0.75056,0.0073814
AA986860,324.547462178005,78.8775387171225,1.4887000000000001,0.012914
Phactr4,1017.88567607685,800.596647884294,0.44254000000000004,0.011441
Ulk2,1151.08568116749,1560.68930369404,-0.32991000000000004,0.011907
Rps16,4952.55029613823,3321.29939704794,0.66792,4.678e-5
Psma1,1057.69062712886,1306.45412480276,-0.20129,0.036943
Nlgn2,157.734262689079,81.5184690712301,0.9910599999999999,0.001668
Eif3m,915.140159289867,733.622704199316,0.41486999999999996,0.019338
Irf5,104.574141690497,372.066740250724,-1.6349,7.5596e-13
Skiv2l2,349.855885361529,481.250701530155,-0.34814,0.013221
Zmynd19,280.85193505961,186.8848730614,0.67441,0.0047887
Cox6a1,6014.7866217439,4762.85283986089,0.43108,0.042438
Rbm33,2641.68508125384,1256.17939496338,1.1478000000000002,2.7717e-10
Fam25c,189.718949623284,411.451548792526,-0.9707,2.5e-6
Grhpr,1810.60235787758,3674.84914034929,-0.8834000000000001,2.9262e-6
Zfp191,658.173562414254,484.484720022273,0.5337500000000001,0.0030907
Khdrbs1,428.514401266453,585.656515174269,-0.34082999999999997,0.017069
A230050P20Rik,370.554854443427,1139.13708166001,-1.4181,1.0966e-8
Atp2b1,1122.22861310651,891.425164967761,0.42629000000000006,0.03782
Slc23a3,50.3418570536588,4.74173756007363,2.6181,1.0286e-7
Rsrp1,7966.25961901358,6309.80190229356,0.43164,0.021147
Slc38a4,28534.1177801854,19635.0063227115,0.62817,0.0014047
Htra3,77.2008812066837,23.7060070682311,1.6556000000000002,1.0522e-6
Orm3,407.767216337688,84.9412562470581,2.1428000000000003,2.6477e-10
Sult1a1,7680.83710113068,4381.68759610607,0.88334,9.5612e-5
Retsat,21121.5470264805,5116.15352193076,2.0218,5.0347e-14
Swap70,228.976994004544,158.756147333495,0.61525,0.01359
C630016N16Rik,11.3311388976354,31.0655299679828,-1.0998999999999999,0.0076573
Esrp2,1182.54362088462,1679.0778336522,-0.39519000000000004,0.0034957
Dnph1,52.0899319280586,122.808292320799,-1.0044,0.0018273
Ifngr2,242.713690717025,322.049756824007,-0.30083000000000004,0.035471
Clta,1871.5233209338,1459.7657354272,0.45437000000000005,0.0044466
Nsmce1,102.459600754808,170.4507113503,-0.59988,0.0041417
Poll,67.7820436822928,134.929723257286,-0.84318,1.0329e-4
Mrps22,282.497903675818,366.281653922961,-0.26822999999999997,0.037297
Gm4737,334.845363159966,148.459618243001,1.2278,3.84e-7
Dynlrb1,587.536395653917,804.740660418375,-0.34624999999999995,0.0036539
Ly6a,43.8618198032534,133.125928352695,-1.359,4.0009e-6
Gm16061,57.9751835851176,12.4015042974808,1.9241000000000001,2.7288e-5
Mcm5,13.9275805294549,56.4325594803222,-1.641,4.1024e-6
Snx11,100.749538580904,179.272250900411,-0.69957,4.4239e-4
Cask,493.85600196334,346.325256369587,0.60275,0.0058936
Egfr,4353.76252132047,14659.9227996339,-1.5121,6.0042e-8
Tmed7,1669.73346832571,2222.7149108036,-0.30694,0.0034779
Rhbdd2,852.046538717702,286.539409742359,1.5473000000000001,1.5394e-6
