GeneName,control,treatment,log2FoldChange,padj
Adamts7,446.162504765438,241.845178781324,0.9501999999999999,2.1318e-4
Stard10,20974.7482235243,14810.3832443418,0.59721,6.2563e-6
Kat2b,2280.55704716367,1638.8236091447,0.57089,3.1287e-4
Selplg,27.9603948066922,63.7290921686157,-0.9611,0.0047798
Rbbp9,253.316998782855,359.089196851312,-0.39203999999999994,0.0068582
Igfbp1,17488.6990011846,1242.68635030696,2.1336,3.5116e-4
Epc2,410.567630223015,271.987870479404,0.66925,0.013725
Tfeb,259.045674808088,158.499916693889,0.78874,0.0013572
Serinc5,797.473475854133,1062.13861514029,-0.30709,0.0036485
Pja1,723.439714050044,1102.7380782583,-0.5000100000000001,2.1734e-6
Syt11,31.6905423233881,78.4308501742583,-1.0831,4.6947e-4
Atp6v1c1,685.100049370199,485.669197140959,0.58533,0.0061683
Xrcc4,35.6254795032584,68.2950239972178,-0.7431,0.019849
Ap1s1,304.675153325712,440.017258516669,-0.42146000000000006,0.0010507
Prok1,0,24.4189614100763,-2.5479,1.7896e-6
Ankrd46,480.541394253157,994.489083529023,-0.9330999999999999,3.4427e-15
Smg1,2711.80190647846,1683.56511465342,0.77474,1.2876e-5
Ndufaf3,105.769390346476,186.84701088955,-0.67499,0.0032045
Tagln3,24.0223301775759,7.56135632845361,1.365,0.012727
Atrn,1491.29999471841,1904.47070838101,-0.24691,0.018783
Exoc5,610.496764653746,460.766786624455,0.49753000000000003,0.017945
Rxrg,32.6225858329565,102.464964899738,-1.4153,7.3671e-7
Gm28043,13.9814725545734,35.2093136820671,-1.0164,0.011869
Bdh2,154.349024480107,230.798742772543,-0.44919,0.049025
Lurap1l,1591.85658341736,975.908614145024,0.7895,6.9133e-5
Mnat1,71.7740003768725,130.46468061911,-0.72141,0.0019444
Slc25a18,32.8134698113097,11.1609407483425,1.3167,0.01334
Nfx1,1457.17016362251,937.291918213722,0.72702,1.49e-5
Parp1,587.736084550803,908.371282263992,-0.51973,3.8804e-6
Gtf3c3,187.592476521541,333.797983537639,-0.6998300000000001,1.6817e-4
Mmp19,711.980388198396,1240.00491594522,-0.6874600000000001,1.1656e-8
Agap3,713.158027259379,498.686281993984,0.6066699999999999,0.0018600000000000001
Irak3,50.7786710063075,25.8049231039856,0.95377,0.027759
Gjb1,6881.16111935036,12435.8179203858,-0.74644,5.2852e-18
Trim34a,31.6341000361598,137.624646920969,-1.7471999999999999,7.7675e-7
Abcb11,7332.56942927547,15330.0471951841,-0.9511999999999999,6.7637e-20
Ctns,458.459996205032,292.003833060237,0.73798,3.2338e-5
Crim1,556.630126691633,397.945835443892,0.57529,0.0023798
Sfr1,617.118074672283,475.781761357777,0.46950000000000003,0.012354
Csad,10050.9785744956,6939.69812807849,0.61132,0.043052
Trp53bp1,137.794640243287,213.030766616962,-0.50892,0.004792
Lyrm2,60.2216157077522,104.361055994202,-0.64157,0.0099541
H2-T10,35.0142377612567,61.5326103336816,-0.6322800000000001,0.049683
Zfp106,1803.56199053219,1159.52276319859,0.72973,8.1497e-7
Tmem194,80.1314534668587,130.222910138413,-0.56755,0.010222
Trim65,340.904223300504,243.896097327942,0.5630000000000001,0.040671
Pphln1,288.84234522393,403.22308744264,-0.36489000000000005,0.022372
Lrrc28,748.440329460115,315.621877083162,1.2896,5.3584e-7
F5,16418.1169640488,11737.3375952458,0.57748,3.7523e-4
G3bp2,373.18757810192,572.441571245844,-0.50683,6.0581e-5
Map4k4,673.800184642265,494.221139197897,0.53035,0.047298
Hnf1b,207.01021189056,315.332604869622,-0.48722,0.004966
Serpina11,231.22087554231,367.617763438982,-0.53557,0.012077
Cblb,423.909807547207,202.152231108271,1.1218000000000001,4.0287e-6
Srp68,754.114536192404,972.386278144838,-0.2613,0.0083686
Cyfip1,601.322702567999,916.573477158866,-0.49757000000000007,2.4845e-5
Pik3c2a,1515.35408245592,1061.60853545447,0.60421,0.0024625
Zranb1,1303.4411852381,809.355252270795,0.77883,1.6508e-7
Xpo1,412.567070180191,714.590984307889,-0.6579200000000001,0.0019627
Lsm7,133.754469355979,215.123182773038,-0.5646,0.0010274
Gm11772,3.55259235878663,14.1426027962442,-1.2036,0.023007
Cebpb,2732.89857926283,1236.39150507127,1.1643000000000001,2.8553e-4
Arrdc2,581.068776259456,343.415968730464,0.81207,0.012317
Commd2,140.845748227352,212.688951555611,-0.46835000000000004,0.012086
Bcl9l,1752.9115060361,1195.56964310084,0.64498,2.5185e-5
Usp7,1809.80860784735,1475.44053273411,0.39183999999999997,0.017084
Copg2,331.630029241885,560.757336194045,-0.64109,7.4176e-6
Zfand3,1517.8493302868,1134.76791756197,0.51412,0.001263
Hbb-bs,15573.1885039204,5047.17973509965,1.605,1.9221e-7
Igbp1,904.38710808128894,663.666859708653,0.53933,0.0021582
Idh3b,3498.14666764603,2465.73449342794,0.59842,3.4967e-5
Gtpbp6,155.840391184981,98.3045360509034,0.73431,0.0095092
Cpeb2,2278.35533414139,1391.62049613233,0.7650399999999999,0.028479
Napa,1632.69149439499,1204.39030286889,0.5332,5.8427e-4
Xaf1,37.0292226201738,159.085990955196,-1.7803,4.3822e-8
Trub1,197.639011654175,344.695633024769,-0.67887,1.4863e-5
Cox5a,1061.11922148818,740.477569258484,0.61268,2.4602e-4
Rpp25l,156.193528022377,224.773218027207,-0.41051000000000004,0.015729
Hsd17b2,813.809164702612,2909.93466686853,-1.6817,1.6722e-22
Ampd2,427.834542105189,613.575804350666,-0.40315,0.019505
Sdhb,3872.81695722785,2651.31722638339,0.64015,1.3601e-5
Wdr81,1708.41327685746,1038.3161554796,0.80299,2.3388e-5
Zkscan14,114.509765404338,71.1821498315561,0.74178,0.041159
Dnajb4,1329.16708254925,738.53169960037,0.92677,1.9078e-6
Caln1,151.53504175353,59.5366215613808,1.2971000000000001,0.0010507
Mpc2,4562.62335213895,3146.27374101258,0.61841,0.015163
Slc37a4,4868.25873749717,2298.70544371987,1.1255000000000002,4.8935e-5
Tnk2,458.720651371747,595.220368457646,-0.26727999999999996,0.025856
Amdhd1,3380.5876700257,5147.27660787992,-0.49592,6.4982e-5
Fth1,28944.5587721561,20006.0262461866,0.62464,2.0587e-4
Fam134a,4177.91034433833,3119.04280351116,0.51555,0.004211
Gkap1,420.807357194961,227.392141782289,0.9605699999999999,1.563e-6
Tap2,127.001844853494,275.741097191139,-0.9748,7.3341e-7
Rpl39,1779.36094969277,1219.51636546072,0.63435,0.0014525
Dcaf6,1418.66323741975,878.721148630419,0.76651,0.001385
Alg12,105.317274175651,206.976643537955,-0.82303,2.9215e-4
Gm9929,9.7098544438929,31.4861357657682,-1.2055,0.010392
Eif3a,5453.69621065832,3871.07171858425,0.58792,2.0965e-4
Rps8,5430.73049227795,3623.69109238013,0.67793,1.5902e-7
Rpl36,5516.79853985074,3067.80038086373,0.9376,9.3401e-14
Gchfr,2040.91429123666,1433.93828845748,0.60003,0.0020857
Cox18,112.89358151516,177.310341959537,-0.51815,0.017301
Gm7120,78.5495778838634,30.6880927584731,1.1628,0.039024
Calm3,685.322449112508,1090.68520094821,-0.55827,6.2563e-6
D630033O11Rik,33.0645005518939,14.7030983717111,1.05606,0.042556
Gm15318,27.5508154399984,64.0567040695701,-1,0.0011343
Usp53,262.840492908237,159.734714877426,0.79625,4.2589e-4
Ciart,251.510172953372,9.50280098703503,3.9307000000000003,5.6073e-21
Map3k6,147.662466569947,45.0853838775908,1.6677000000000002,2.398e-7
Ppp2r1a,826.168198227447,1098.43562970379,-0.30488000000000004,0.0026907
Mup8,0.673361821275459,16.6423580544501,-1.999,2.2477e-4
Pycr2,35.7497197424957,106.185260133236,-1.3575,7.5026e-7
Mrgpre,49.1034943257224,16.5837377946768,1.4098000000000002,0.0021002
Pisd-ps2,230.062485575658,325.333406976961,-0.38592000000000004,0.0088053
RP23-184B11.2,306.67738679339,166.337527235795,0.94182,8.1967e-4
Trak1,1506.47844652209,1086.86506308472,0.56532,6.0358e-4
Fam83f,3.7275971738964,32.3044042975733,-2.022,3.4004e-5
Gigyf2,1469.71589100115,1009.26422406192,0.63152,0.0018951
Gda,950.345951529378,619.072269426943,0.69619,0.006091
Slc30a7,438.907818902819,575.245995341239,-0.27888999999999997,0.044995
Acss2,2020.32960507809,4989.70558359391,-1.1652,5.8125e-12
Guk1,546.801709074341,418.483641866416,0.47835000000000005,0.038233
Pinx1,23.3895316416647,67.0135318834946,-1.2513999999999998,1.1876e-4
Scamp1,1300.64914974601,773.650957116255,0.8043,0.014933
Trim33,623.832110215068,433.278099963259,0.61565,0.002785
Spen,1551.99841051738,1064.8262294868,0.6354799999999999,1.9618e-4
Eif4ebp2,2740.06798459559,2166.1744718558,0.43479,0.011008
Ctsh,5982.1815878341,4144.14571748934,0.62261,5.7035e-5
Dusp19,27.6072578079164,66.17340365548,-1.0223,0.0021733
Ubn2,1173.21948220151,893.60516681149,0.48794000000000004,0.0034162
Mat1a,85231.1411091502,58345.2194331376,0.62163,0.044647
Sh2d5,38.3538124027136,8.04177584926548,1.7222000000000002,0.0020316
Cdyl,132.62273690918,70.3551964442298,0.9681,0.0015959
RP24-285E3.2,3.39914433758634,19.8060319078714,-1.5070999999999999,0.004276
Rasl10b,49.7274877817214,6.16212793888908,2.0432,3.4322e-4
Stx4a,265.340506194945,596.627740836375,-1.0444,2.6342e-13
Ppp1r3g,2821.2259725096,143.772396618132,1.9965000000000002,0.0010434
Homer2,1424.924820634,612.780185076995,1.2961,4.3128e-17
Csf2rb,75.9023717972058,141.639934623546,-0.72779,0.0093415
Mylip,557.903952301748,336.486195433195,0.80591,2.4021e-4
Harbi1,178.227530941579,245.686286621184,-0.34890999999999994,0.037811
Zfp473,12.5295152449298,2.02018034716795,1.4623000000000002,0.025042
Zfp385a,598.078159778643,396.026442494399,0.67869,0.0041566
Cd274,25.2669475619352,51.5858565837678,-0.79437,0.035314
Spry4,147.207800217702,323.334564026033,-0.9083,0.0075398
Lypla2,669.760832738072,861.231996999071,-0.25847,0.0095092
Mcm10,294.306084985137,655.878788646958,-0.9281,0.0051879
Dusp28,235.471514086562,108.625256716264,1.1747,4.3862e-7
Sult1e1,141.249316145671,5.92015550752769,1.2933000000000001,0.041149
Xk,84.2394221447962,138.468704392223,-0.57672,0.020304
Taf4b,99.7661535503963,48.4692255140125,1.0480800000000001,0.0074957
Lrfn3,87.5517621599533,233.220203050609,-1.2498,9.9686e-10
Mon2,1984.17121523892,1504.57951891087,0.49476,0.0014224
Arid5b,1945.34974365984,717.378467828061,1.5122,4.1091000000000002e-22
Slc34a2,6.94095829941824,67.0883383288425,-2.3698,1.3173e-7
Slc4a9,78.523497631836,20.0835714395436,1.8265,7.1225e-7
4732419C18Rik,34.6642282520717,183.754728235262,-2.1599,1.3372e-18
Eef2,46976.4525922215,26191.3836337539,0.93385,3.9703e-14
Sntg2,47.0485234896116,130.09440418912,-1.1896,5.0464e-4
Mms19,610.135975819675,452.748210837467,0.5220400000000001,0.010582
Gm13833,28.4961877700107,6.75973293139918,1.5901,0.004187
Top2a,17.0331576450846,38.6878384348675,-0.9138000000000001,0.018431
Alkbh5,2826.98348550026,1943.54673513245,0.63428,2.0597e-5
Serp1,3477.36435216004,4377.16194888031,-0.22773000000000002,0.015066
6430573F11Rik,94.6005047516776,159.954735757611,-0.61597,0.0067647
AU040320,767.220984389015,599.410791054069,0.45003000000000004,0.02885
Atp5g3,6384.02044110554,5110.11261540408,0.41624000000000005,0.040688
Lman1,3663.17565815227,4768.82270391317,-0.27432999999999996,0.011048
Rab22a,1029.71064811909,744.759902384182,0.56039,0.0023779
Mpp6,1474.10558808809,1089.45755360641,0.52317,0.048175
Art2b,1.3898372707147,13.1984088893712,-1.2671,0.024642
Odf3b,61.8644569957489,135.347648322934,-0.9552999999999999,1.35e-4
Tfg,584.521569010664,878.016484854894,-0.47626999999999997,6.2403e-5
Tmem5,408.86069469146,251.492286242629,0.78233,2.3714e-4
St3gal1,1798.21450689032,2669.71582922984,-0.46038,9.5527e-5
5830428H23Rik,239.812903466294,362.918533567345,-0.48489000000000004,5.8821e-4
B430119L08Rik,73.9912245158198,195.582323358806,-1.2002,1.2623e-5
Atg14,547.253826092408,307.764987419272,0.91157,1.0281e-6
Acin1,990.136326315967,1221.59792041404,-0.19954999999999998,0.02646
Hnf4a,21767.6046391825,14709.9880329972,0.65608,1.1311e-4
Slc8b1,2099.74015097326,992.683370910546,1.1444,8.9274e-8
Nnmt,2970.29775102195,1601.82227834998,0.91569,0.015163
Pgk1,6720.20392866043,4765.80845924052,0.58902,3.0828e-4
Bri3bp,503.949932345932,700.934059069138,-0.36541,0.0054075
Papd7,541.231004689805,358.879007544997,0.67816,0.0024211
Bend7,309.831754724056,168.559339061001,0.9433699999999999,1.9396e-4
Hk3,81.8471933521185,136.785528446274,-0.5991000000000001,0.011722
Ccne2,57.5928388043787,29.3880643397876,0.97778,0.016366
Acad10,944.698887199935,652.503091325358,0.6193299999999999,0.0075532
Junb,640.065935166162,290.029134939273,1.1482,8.2513e-4
Ncapd3,331.167134593415,190.641580004982,0.87862,3.9961e-6
Pou2af1,1.53250689496026,14.0247196175875,-1.5296999999999998,0.0055183
Shmt2,3264.6262872215,4024.11576651886,-0.19776999999999997,0.028162
Sirt5,98.9609004614852,183.558953977793,-0.7529,1.6666e-4
Aup1,1599.43841780639,1322.58135078365,0.37055000000000005,0.044557
Gm12942,69.6784659729836,114.323904074723,-0.5783200000000001,0.015631
Gm16291,46.4880463234825,16.6035594178592,1.3957000000000002,9.2233e-4
Clptm1l,1058.62488559007,1731.02159962793,-0.60009,1.3522e-8
Sp3,997.850537420451,706.134356453814,0.58612,0.010909
Gdf9,49.5232753056831,7.14258665303137,2.2957,1.5813e-6
Pitpnc1,1096.5483811784,601.759272706205,0.93902,9.7048e-6
Fga,53619.4423069312,86391.7754798329,-0.57768,5.7952e-7
Gsk3a,636.638735686057,489.39103469119,0.47319999999999995,0.018513
Crnkl1,175.854885424044,260.772642615855,-0.44688000000000005,0.010894
Chml,46.9648464147042,22.9230118311059,0.97129,0.049607
Zfp654,394.921517024005,254.128689804451,0.71385,0.003528
Cds2,3516.30332544755,2591.47712781323,0.5339,0.0021744
Elk4,1438.07948443541,1020.68665675623,0.58808,5.6351e-4
Olfr1396,13.58012120169,2.30060256164104,1.4460000000000002,0.02725
Stard5,2954.73602354006,1959.86136125246,0.6837099999999999,2.2909e-5
Idi1,1149.89741675174,2527.66900209411,-0.9419000000000001,0.0011278
Phf20,348.859748253919,187.98767676085,0.96811,2.0187e-6
Manf,496.803607438272,1846.6435192828,-1.759,2.0685e-40
Serpina1c,2348.14276986292,4867.77745116174,-0.9048999999999999,1.2902e-5
Sltm,836.221230417655,558.614415263185,0.67059,0.0011629
Pan2,486.292204340126,731.641120538075,-0.48088,6.5025e-5
Acot7,516.751458543392,311.522932936171,0.81162,1.4549e-4
Arl6ip5,361.943243567059,516.189830107788,-0.40282000000000007,0.004194
H2-Q6,365.814087834751,739.954837331797,-0.8780600000000001,7.3796e-6
Erlin2,536.544706325108,736.011288046993,-0.34814,0.004115
Kctd20,545.987651631725,786.348437092459,-0.41737,2.672e-4
Xirp1,0,32.8651018237041,-2.9671,1.3239e-8
Mettl23,169.921419291843,264.955665674976,-0.51705,0.0063293
Sh3bp5,844.112996962462,1144.63980151574,-0.33224,0.0068856
Fez2,342.401845388008,530.602930054827,-0.51244,0.0016705
Emc9,233.319537314755,340.167553430231,-0.41885000000000006,0.039453
Herpud2,799.956455441946,574.079291834922,0.57239,0.0013271
Pnrc2,537.116539519121,771.196547119223,-0.41427,5.2978e-4
Usp10,1706.99216533635,1207.25610791288,0.58135,0.045902
Adh7,991.833301021613,632.891042662656,0.73788,2.6129e-5
Lrrc3,1032.10740105575,2010.76374095879,-0.82143,4.3707e-5
Nmrk1,671.134214707373,307.028649305215,1.185,9.3425e-7
Ift122,64.7170299327172,101.078158596055,-0.50649,0.034231
RP24-87I22.7,27.9947033145991,4.7810319529592,1.5896000000000001,0.01115
Ttpa,12094.2448551993,6585.06636975247,0.96101,4.8167e-9
Rad54b,2.94390095958443,14.7220753851196,-1.3622999999999998,0.010607
Eef1d,1790.0564996102,1181.36072670189,0.69225,1.1649e-6
Hspbp1,247.348070373647,334.611266327983,-0.32431999999999994,0.034552
C1s1,3725.62185097163,5283.32468045891,-0.39061999999999997,0.010029
Rpa1,336.038638983041,556.485689189777,-0.60792,4.5662e-5
Pkhd1,93.3672429110644,201.885277540117,-0.9543,5.059e-5
Cox7b,2585.55415675226,1920.25086956681,0.52437,4.8568e-4
Zhx3,3913.67093293359,1849.29774418542,1.1481000000000001,5.208e-8
Atg5,629.010509920887,821.115377135498,-0.27719000000000005,0.018362
Steap4,955.967086430008,2159.52210243436,-1.0436999999999999,9.9741e-11
Fcer1g,136.011102849812,208.689529363646,-0.48538000000000003,0.032547
Lig1,125.434452182801,62.8765969025683,1.04579,2.0754e-4
Golga7,883.3823966454,1211.60744727171,-0.35048999999999997,4.0303e-4
Dmxl1,1031.66029334707,585.489073623355,0.89225,5.804e-5
Hnrnpk,3715.9577167988,4708.35426901608,-0.23689999999999997,0.015776
Anapc5,1524.70776544179,1210.53157092711,0.42901,0.01172
Lgals4,884.767710336962,174.39384516115,2.3555,3.3432e-29
Scn3a,15.6864339621888,3.52099563411771,1.4677,0.016992
Trib3,142.930504113251,76.0592603148111,0.96483,0.0018129
Aldoc,512.244931498591,309.857558781108,0.77561,0.034924
Wwtr1,499.949505922252,328.341198514845,0.6808299999999999,0.012198
St6galnac6,464.466360611737,1041.03842033725,-1.0407,6.91e-15
Slc1a5,160.171001966034,76.7325714102914,1.1072000000000002,4.9233e-5
Irf9,347.735424313333,728.773687990492,-0.9214000000000001,1.1084e-5
Git1,346.907460661412,232.233189408939,0.6685599999999999,9.2802e-4
Pim3,3278.12521117576,769.475388316625,1.6404,0.0027082
Serping1,6918.13086022131,11482.8634633807,-0.6104700000000001,1.5648e-4
Dus2,67.0522395334442,128.228757488475,-0.79113,2.1946e-4
Ryk,936.101180555974,604.850096270124,0.7210599999999999,2.1116e-6
4930481B07Rik,29.780791292943,11.884324213105,1.1504,0.040269
Pdk1,3229.90556175382,1874.90949413305,0.8577,2.3567e-4
Tial1,1358.20079117261,1083.96179780971,0.42089,0.027595
Crybg3,378.274650632365,257.127749741911,0.64139,0.016366
Gm11340,0.315124096555839,10.6232963816742,-1.4967,0.0065382
Kntc1,1.6941829703158,9.08199323858578,-1.1474,0.043694
Map1lc3a,968.534036179677,615.53027694712,0.73873,4.2889e-4
Gng11,79.5803584870882,148.211880446038,-0.70099,0.042525
Gm10433,2.85767370325686,20.5644867166501,-1.7399,6.66e-4
Upp2,8375.1143661416,2936.16087961847,1.5669000000000002,7.9676e-16
Lman2,3025.11377979485,4694.12315204473,-0.52712,2.7939e-8
Hells,60.6045375142479,30.5698607263372,0.97019,0.035099
Tomm40l,490.820772860105,135.638352757509,1.8926,3.4782e-19
Flcn,1301.23844417284,556.107048579229,1.3034000000000001,6.2758e-16
Slc38a2,6605.35299013703,3149.46463210549,1.1197000000000001,1.386e-5
Chchd4,283.964586016502,200.865781431601,0.5854,0.040908
Ccdc124,356.797420525324,482.002058910208,-0.32067999999999997,0.025781
Aco2,4497.1535884555,2782.3198451748,0.7803399999999999,4.7211e-6
Cs,1501.65063278639,2545.52430269217,-0.65212,1.194e-10
Slc23a1,611.279884568508,1330.72315297284,-0.9866,1.5559e-8
Lrp4,1580.32372463396,456.540401329338,1.8261,1.1034e-17
Sh3yl1,218.066789936659,137.760707613324,0.71653,0.041972
Hadha,8491.25296097756,6344.05958114547,0.50918,0.041361
Ehbp1l1,190.7766298651,291.539562917881,-0.49613000000000007,0.0017672
Ppp1cb,2362.69179580523,1863.37419054522,0.43928999999999996,0.0061793
Fam149a,288.855431723912,692.63818250826,-1.1194,9.169e-10
C330007P06Rik,452.686810179659,586.327943402482,-0.26720999999999995,0.028891
Sae1,243.049794460699,366.452740849269,-0.47798000000000007,0.0017635
Net1,1973.56799967896,1442.70568943004,0.54559,0.0015488
Ppa1,1802.09102685212,2546.24686174839,-0.39318,5.1248e-5
Atxn7l2,71.1894159933448,38.3518255462374,0.88572,0.045617
Frs2,699.036435463704,474.649633439182,0.64834,3.4933e-4
Rpp40,176.889035433873,90.1210893494417,1.0379,4.9233e-5
Snrpd1,145.618850793444,211.55817394087,-0.42196,0.018783
Rgs12,41.4701677942635,117.200600786144,-1.2608,2.8514e-5
RP24-416M6.1,115.560371482132,76.3964116188459,0.66967,0.034858
Tbca,933.282916005878,675.420529803741,0.56061,6.0008e-4
Zfp839,218.841103762888,332.361929598877,-0.47750000000000004,0.013453
Pja2,656.999293284358,875.176383563491,-0.30823,0.0055214
Mycbp2,1245.10858258862,933.460194571183,0.50903,0.0098703
R3hdm2,1999.73350138705,1650.50858034542,0.37304000000000004,0.04203
Ube2n,488.04422609068,735.006839708647,-0.48053999999999997,7.4791e-5
Inppl1,1121.87383664874,716.051061408292,0.73713,2.0632e-5
Col7a1,74.1542966000473,14.8438327591665,1.8977000000000002,1.8004e-4
Lmbr1l,466.802724465702,265.50865992039,0.89398,1.6159e-5
Gcn1l1,1127.56243415057,1460.49607772082,-0.2643,0.043108
Ermp1,433.365261117704,645.878841412837,-0.45449000000000006,0.014558
Ak2,4664.64945019175,2903.55528312022,0.75274,0.0089234
Wac,1544.06896706668,1041.64793341861,0.6585799999999999,1.4379e-4
Aldh3a2,12036.5928481786,5998.77870068284,1.04562,4.683e-4
Lrrc32,463.86647489762,318.180923764425,0.6179,0.034256
Gm16023,151.311487435224,64.7010029922669,1.2063000000000001,0.0017484
Kdm6b,1040.24779712707,677.521273658914,0.6981999999999999,0.0034531
Gm14201,0.315124096555839,10.7806208560319,-1.6193,0.0032364
Abca2,666.323096616647,2026.34290567404,-1.4361,1.5188e-12
2310030G06Rik,123.832174260858,178.140728833807,-0.39969999999999994,0.047186
Zbed6,2368.80290903638,1926.52354318866,0.3944,0.030947
Unc5b,126.340415399997,76.5737046192014,0.75924,0.046637
Serpinb1a,66.4954668826627,351.410334701854,-1.924,5.3828e-7
Neat1,2625.48055376644,8545.56792111309,-1.4928,2.9022e-9
Nsa2,989.476534667321,775.869988051412,0.44562999999999997,0.021857
Baz1a,587.141299159181,301.216176673424,1.04238,1.1833e-8
Acer2,621.680134209813,426.345931436539,0.61992,0.034858
Gm12795,24.935367316724,9.8421372669122391,1.1414000000000002,0.041016
Cebpg,1719.57023068965,1132.39773305422,0.69507,1.851e-6
Gna14,15.3415250175682,45.8101077084218,-1.2359,0.0010871
Rgl3,465.665313702375,602.72365533047,-0.26425999999999994,0.02986
Gbp3,68.9004477120965,257.295835586776,-1.4849999999999999,1.9851e-4
Aff4,3112.22806105261,2333.15978818393,0.51087,0.0011568
Recql,51.1610159080809,89.6374382923497,-0.64775,0.02269
Tbc1d14,536.143931917291,376.829941908624,0.59797,0.0060436
Acox3,355.329583971748,506.50999311891,-0.39959,0.0021959
Anxa5,923.46816312467,1318.70643998645,-0.40213,0.0048686
Mif4gd,1043.38407074113,800.849251389236,0.47706000000000004,0.011251
Tbrg1,456.10520272399,739.585377333064,-0.57737,4.7155e-4
Scaf11,1743.86028947175,1386.5319962114,0.42765,0.0063657
Alg10b,569.007589359406,732.515814416025,-0.25639,0.039918
Acly,3079.41334307012,9222.32237871253,-1.4521,2.1774e-27
Abcb1a,618.439630277996,102.809764436642,1.9636,2.6357e-4
Elp4,110.132913263461,260.744658762779,-1.0762999999999998,2.4802e-6
Fam47e,176.282894579195,297.214375857897,-0.6087,0.0085748
Rpl11,4738.16389297586,3344.35322683143,0.59688,5.7657e-5
Rab1b,1656.68519393739,2031.58391973485,-0.19086,0.033873
Mplkip,116.963537573291,175.937783926313,-0.46397,0.023595
Alcam,883.495280614684,1104.08212981282,-0.21711,0.020888
Aoc3,13.7145628121252,0,2.0021999999999998,9.1082e-4
Bcap29,133.727234891059,201.133828305097,-0.46438,0.028844
Leng8,1282.82516626973,1893.06928377937,-0.45035000000000003,5.1497e-4
Tcp1,3210.17275552214,2463.33359595523,0.47762000000000004,0.0037935
Jade3,134.379616863492,80.5978240801142,0.80042,0.012936
Clic3,13.3753314981707,135.431451670164,-2.8839,2.1422e-21
Zbtb7a,2161.24102477719,1118.70748237369,1.0319800000000001,9.7167e-10
Atp6v0b,823.861954088221,571.24372563875,0.61959,8.506e-4
Snhg1,277.973281910959,130.046461747831,1.1543,1.242e-6
Pid1,1145.36966443108,1920.86577098178,-0.6331600000000001,2.6686e-7
Mup10,4.34451662725386,124.591769845912,-3.8779,4.2694e-25
Als2,1446.32554106223,1882.57022191838,-0.27088,0.049515000000000003
Ptma,2227.1340547557,3528.33805981165,-0.55373000000000006,2.8292e-6
Parp3,212.912738840769,518.868622633746,-1.1466999999999998,2.1759e-12
Atp11a,269.892362101965,578.803217340666,-0.9193000000000001,6.2845e-4
Rps13,3179.22106446556,2116.59207850505,0.68162,4.8151e-8
Rps12,4042.04066039987,2873.54932981714,0.58556,3.1856e-4
Mre11a,93.9214648962877,154.000794224287,-0.5713400000000001,0.013419
Hrg,24001.8884451301,13298.7926036426,0.9367,7.8491e-9
Cmtm4,2048.08861196087,1247.9492994418,0.78582,0.0032095
Rasal2,581.812820637042,318.502586589844,0.94674,7.3474e-7
Mapre2,649.708083195638,323.232599770995,1.07935,3.9979e-8
Foxk1,853.138133274782,584.809087566865,0.63534,1.2098e-4
Slc16a7,3596.3618306336,1018.42877246229,1.8488,1.3778e-17
Cnp,152.238430259194,379.27127885772,-1.1566999999999998,1.0621e-8
Wdr24,244.566422273106,322.289948180854,-0.28718999999999995,0.043414
Tkt,3121.02843317914,2317.48111537244,0.52283,0.0021744
Emr1,345.501744711592,586.590840700153,-0.63753,5.4937e-4
Amigo2,320.743689990247,103.484662958918,1.6089,1.0822e-7
Uck2,181.648809219866,90.436582907931,1.0627,2.1017e-5
Gatm,92.330542518091,188.54808048135,-0.86098,9.7908e-4
Hapln4,141.909682520418,267.627783239924,-0.73811,0.011961
Ikbke,158.479369096449,507.197911276114,-1.5215999999999998,5.2852e-18
Dhps,213.023650380597,153.917982389647,0.55313,0.038898
Hnrnph1,2376.87666161066,1863.96840049275,0.44538999999999995,0.011604
RP24-260I8.2,94.3216623590368,19.6476608730759,1.8156,4.3722e-4
Cep350,1634.04644669686,1003.80386858715,0.79419,9.7916e-8
Cry1,824.154703860166,316.333022171977,1.4065,2.1063e-7
Lnpep,666.044013920786,466.731956780407,0.6018899999999999,0.0011896
Irf2bpl,851.19022017304,473.366654056575,0.90254,0.0017455
Ttll4,795.916861297981,616.319139342599,0.46312,0.042825
Mia3,7339.03301267688,4348.03851694786,0.83984,2.9096e-6
Hn1l,321.57897004596,602.319584571738,-0.79037,2.3135e-10
Cmip,1712.06345169356,966.911369347012,0.89662,6.3401e-5
Tollip,1459.41832557172,1142.64730127823,0.44850999999999996,0.0066633
Zfp513,120.874367334039,215.105344175034,-0.69971,3.3705e-4
3110002H16Rik,390.770434475834,269.300640158652,0.62507,0.0022293
Acsf3,335.775434119044,464.059223425682,-0.35517999999999994,0.021101
Gpr62,8.85581005580707,1.12049539463921,1.4009,0.034224
Adssl1,665.114279401831,450.881425721418,0.6391399999999999,0.014398
Yod1,613.252573531686,366.792591126171,0.81034,0.0036494
Ptpn3,511.546064393458,824.818696621496,-0.56679,8.5014e-4
Crybb3,4.81308878535483,18.04173334683,-1.1715,0.026513
Qk,1630.93182197914,1171.32163165204,0.57253,3.915e-5
Cab39,1434.40010020355,1153.00295468774,0.41101,0.048314
Aen,189.871243471936,263.468612839976,-0.35768,0.036382
Rps3a1,6336.4370896579,4666.9500027429,0.53732,3.1699e-5
Snap47,505.944179595779,990.547885998447,-0.84861,2.4091e-10
